71998 123379
69113 69114 1
21038 23853 1
24521 4701 1
12127 12128 1
29191 29192 1
46540 46541 1
50629 5239 1
10937 5148 1
52036 68110 1
8982 8983 1
8982 8985 1
8982 8984 1
52036 68109 1
17638 67754 1
2306 48428 1
7983 8488 1
2306 48429 1
7983 8487 1
12567 7020 1
14933 15289 1
30801 30802 1
30801 30803 1
5544 6492 1
12567 7018 1
12567 7019 1
66930 66931 1
2306 48430 1
54564 54565 1
54564 54566 1
54564 54567 1
20334 24328 1
17199 62404 1
17199 62403 1
17199 62406 1
17199 62405 1
69357 69358 1
25973 29699 1
25973 29698 1
16753 17269 1
16753 17268 1
42172 42173 1
13846 13847 1
2582 3129 1
64857 64858 1
18212 18213 1
18212 18214 1
60911 60912 1
14223 14224 1
14223 14225 1
1767 18860 1
56168 69184 1
60046 60047 1
2243 52834 1
35041 35043 1
35041 35042 1
24688 58973 1
2243 52841 1
24126 24127 1
45211 58320 1
24899 4247 1
22622 25688 1
22622 25687 1
28449 5157 1
32736 46080 1
62477 9038 1
8007 8008 1
16421 16422 1
16421 16423 1
12740 29712 1
32519 51549 1
17638 67832 1
54654 54656 1
54654 54655 1
12213 13112 1
12213 13113 1
23988 23990 1
10525 47209 1
20395 24148 1
20395 24149 1
16139 16141 1
16139 16140 1
16139 16143 1
32695 44075 1
16139 16142 1
32695 44076 1
25973 29700 1
25973 29701 1
25973 29704 1
25973 29702 1
25973 29703 1
22791 22885 1
63521 63524 1
63521 63523 1
10501 10998 1
25916 25918 1
5520 5540 1
25916 25917 1
63521 63522 1
49524 49531 1
49524 49532 1
34998 4376 1
49524 49525 1
14210 55393 1
14210 55392 1
14210 55394 1
65605 6709 1
30301 30303 1
30301 30302 1
46403 46727 1
58403 71081 1
13081 13082 1
10087 10088 1
10293 16998 1
55048 55049 1
40423 9156 1
24715 28149 1
24715 28148 1
2219 2270 1
45160 4921 1
60884 60885 1
67601 67602 1
22424 24662 1
3211 40355 1
3211 40356 1
45382 45384 1
45382 45383 1
22220 22221 1
10140 43777 1
46672 46673 1
10293 16914 1
10293 16915 1
46672 46676 1
46672 46675 1
46672 46674 1
62591 62593 1
62591 62592 1
17716 2360 1
578 60145 1
14542 52007 1
14542 52005 1
10703 21494 1
14542 52006 1
10703 21495 1
66329 67886 1
66329 67884 1
10514 10515 1
10514 10516 1
66329 67889 1
66329 67888 1
66329 67887 1
46834 46835 1
63024 63025 1
46834 46836 1
36369 36399 1
21551 22005 1
2945 2946 1
66329 67890 1
2865 2866 1
66329 67891 1
2865 2868 1
2865 2867 1
2865 2869 1
20241 913 1
39524 39525 1
39524 39526 1
1861 9890 1
1861 9891 1
59195 59196 1
61236 61238 1
61236 61237 1
7951 7952 1
37535 65207 1
25792 66069 1
12139 7474 1
66329 67807 1
21404 23021 1
66329 67804 1
66329 67803 1
40300 43817 1
22887 22888 1
5745 70978 1
5745 70979 1
5745 70975 1
5745 70976 1
32526 33067 1
5745 70977 1
5745 70982 1
5745 70981 1
5745 70984 1
5745 70983 1
5745 70980 1
5159 58775 1
22491 23254 1
25792 66068 1
68085 68086 1
48448 48449 1
49524 49677 1
28769 67541 1
17298 17300 1
17812 17813 1
17298 17301 1
17812 17814 1
11573 11574 1
12383 14456 1
12383 14455 1
12383 14454 1
18270 18272 1
18270 18273 1
18270 18271 1
14344 52345 1
14344 52344 1
2805 38600 1
11774 11775 1
11774 11776 1
11774 11777 1
11774 11778 1
34174 7626 1
28516 5228 1
32341 69242 1
32341 69241 1
23661 23662 1
63204 63205 1
49524 49611 1
49524 49610 1
4773 51180 1
28516 5229 1
70023 70284 1
762 763 1
22424 24750 1
1781 8546 1
30202 30532 1
40462 40463 1
40462 40464 1
14817 26190 1
6527 6528 1
10703 21587 1
60843 61362 1
60843 61363 1
1024 58214 1
26780 26781 1
1024 58215 1
51648 51649 1
3046 568 1
36965 37122 1
14263 6516 1
4409 65294 1
1144 2156 1
1144 2157 1
7737 7738 1
51378 51727 1
1390 29382 1
31102 32861 1
31102 32860 1
31102 32863 1
31102 32862 1
3095 67266 1
57653 57654 1
30912 30913 1
31102 32856 1
31102 32855 1
31102 32854 1
31102 32853 1
31102 32859 1
31102 32857 1
31102 32858 1
20168 54591 1
40946 41054 1
20168 54592 1
28848 49361 1
29488 29544 1
35915 35916 1
8947 8948 1
40946 41050 1
60158 60159 1
43089 43599 1
2030 42969 1
20298 20299 1
43089 43598 1
12772 36595 1
68472 68473 1
44458 44550 1
13692 69478 1
13692 69477 1
13692 69476 1
13692 69475 1
2030 42970 1
16753 17057 1
57185 60886 1
57185 60887 1
2030 42910 1
3877 62724 1
30653 30654 1
66329 67747 1
30653 30655 1
3549 3565 1
5817 59829 1
5817 59828 1
41082 41639 1
8007 8266 1
8007 8265 1
65341 65343 1
65341 65342 1
58005 58006 1
66364 66365 1
2742 2743 1
39805 878 1
14689 67179 1
65429 65430 1
65429 65431 1
21283 31984 1
3883 9997 1
47821 47823 1
47821 47822 1
5240 5768 1
5240 5769 1
5240 5771 1
5240 5770 1
49746 49747 1
13117 13411 1
13117 13412 1
20716 44347 1
48559 48560 1
4197 4199 1
4197 4198 1
53291 6712 1
12098 23595 1
23254 33042 1
53291 6715 1
3095 42754 1
22424 24719 1
3409 43138 1
14964 14965 1
34950 34951 1
34950 34952 1
10703 21601 1
14940 16111 1
54391 54392 1
61012 61087 1
61012 61088 1
58344 687 1
50502 50680 1
48855 48857 1
34682 42488 1
48855 48856 1
1018 39606 1
1018 39607 1
1018 39605 1
62578 62579 1
31615 31616 1
28601 5515 1
58527 64927 1
55726 55765 1
41265 41270 1
6656 6675 1
6656 6676 1
41265 41269 1
41265 41268 1
41265 41267 1
36271 36272 1
41265 41266 1
67636 68268 1
53008 53009 1
50502 50678 1
50502 50679 1
16372 16373 1
13117 13556 1
13117 13555 1
31243 31485 1
31243 31486 1
18399 7485 1
35114 35115 1
55100 55103 1
55100 55102 1
55100 55105 1
55100 55104 1
55100 55101 1
19929 3536 1
61012 61013 1
53393 67250 1
53393 67251 1
10184 24460 1
53393 67252 1
49049 49073 1
17948 17949 1
36767 36768 1
52780 52783 1
52780 52782 1
52780 52781 1
65986 65987 1
19791 9549 1
31172 37537 1
46403 46456 1
63741 63743 1
25246 53199 1
63741 63742 1
5137 5138 1
573 574 1
5137 5139 1
37341 37342 1
44458 44461 1
1801 69145 1
64835 64875 1
31428 60189 1
10293 16715 1
52513 7326 1
52812 54446 1
52812 54447 1
31428 60198 1
31428 60199 1
28734 8968 1
16599 59732 1
21436 24537 1
25013 35257 1
37080 70133 1
29721 29724 1
18368 18369 1
21505 21506 1
27911 27912 1
4530 4532 1
19734 6685 1
4530 4531 1
136 43024 1
136 43023 1
136 43025 1
35913 35914 1
35913 35916 1
35913 35915 1
44309 602 1
20353 20355 1
20353 20354 1
52964 52965 1
52964 52966 1
52964 52967 1
52964 52968 1
54812 7232 1
17651 17652 1
21640 21641 1
36667 36668 1
10293 16773 1
5830 5831 1
54812 7231 1
24266 39432 1
20863 24343 1
40756 40757 1
35523 35524 1
20863 24344 1
18362 2486 1
56611 69765 1
56611 69766 1
50476 50477 1
50476 50479 1
50476 50478 1
26188 62022 1
50476 50481 1
50476 50480 1
49027 49028 1
49027 49029 1
67971 69273 1
46932 46933 1
56611 69758 1
53528 6114 1
24446 2941 1
38245 38249 1
31428 60201 1
2748 2749 1
31428 60200 1
38245 38250 1
31428 60202 1
51824 51825 1
1267 1268 1
37605 37606 1
35368 35369 1
41257 4916 1
35368 35370 1
53468 53469 1
55200 55201 1
350 44140 1
24740 24741 1
24740 24742 1
59046 59047 1
40005 71938 1
40005 71937 1
38245 38246 1
40005 71936 1
38245 38248 1
38245 38247 1
58476 67983 1
55330 55331 1
58476 67985 1
58476 67984 1
13117 13690 1
20416 51432 1
36625 42334 1
36625 42335 1
67636 68138 1
32022 32024 1
3887 43840 1
32022 32023 1
20416 51411 1
16519 30660 1
12380 12625 1
13117 13689 1
14169 14172 1
14169 14170 1
14169 14171 1
66573 66575 1
66573 66574 1
1135 4874 1
1135 4873 1
18938 18941 1
18938 18940 1
2243 2244 1
2243 2246 1
2243 2245 1
18938 18939 1
13755 13757 1
13755 13756 1
30795 30796 1
23201 23415 1
29422 29424 1
29422 29423 1
40598 40599 1
16676 60932 1
25900 62648 1
68803 68805 1
54838 54839 1
605 606 1
24402 950 1
19498 47679 1
14585 14586 1
27066 71100 1
25565 3053 1
32693 32694 1
18628 18629 1
32952 32953 1
55879 55880 1
32952 32954 1
14585 14587 1
11475 11477 1
25013 51220 1
11475 11476 1
68915 68916 1
14449 14450 1
21618 21620 1
44339 44340 1
44339 44341 1
15901 34503 1
28528 31037 1
21618 21619 1
10783 17320 1
65113 65114 1
38267 38270 1
38267 38271 1
59892 59893 1
36990 36991 1
36990 36993 1
36990 36992 1
11753 7107 1
64835 64923 1
64835 64924 1
5331 5471 1
17214 17216 1
2073 2074 1
2073 2075 1
54434 54435 1
27981 3618 1
22351 24997 1
51392 906 1
38267 38268 1
38267 38269 1
39017 767 1
61523 61525 1
61523 61524 1
49991 6516 1
17214 17215 1
2624 2625 1
36317 6685 1
23613 40683 1
38090 38101 1
27134 57599 1
38090 38103 1
38090 38102 1
169 35506 1
35626 35627 1
30795 30854 1
60511 60512 1
70755 70818 1
70755 70817 1
27134 57597 1
27134 57596 1
64667 64668 1
5829 5831 1
5829 5830 1
14539 14540 1
29128 69434 1
26830 26831 1
2976 4986 1
2976 4985 1
45525 8663 1
26493 26494 1
37262 37264 1
22075 45889 1
37262 37263 1
3723 5840 1
31172 37324 1
31172 37323 1
31172 37322 1
7983 8258 1
46560 46561 1
46560 46564 1
46560 46565 1
26648 26649 1
7983 8284 1
7983 8283 1
66969 66970 1
1506 1507 1
7983 8282 1
22609 32523 1
32175 32409 1
22609 32522 1
28878 28879 1
28878 28880 1
68173 68175 1
1495 31887 1
68173 68174 1
42318 42319 1
23861 3430 1
10184 24210 1
5840 63200 1
5840 63201 1
19959 19960 1
68536 68662 1
68536 68661 1
39157 53429 1
68536 68638 1
11102 7107 1
69177 69660 1
17433 17434 1
12201 12202 1
17433 17436 1
17433 17435 1
37169 69278 1
64911 9033 1
26822 26823 1
64911 9032 1
26822 26825 1
64911 9030 1
26822 26824 1
5879 6056 1
5879 6055 1
39157 53430 1
20333 9067 1
39418 39419 1
58274 58275 1
25527 25528 1
33112 33114 1
33112 33113 1
25527 25529 1
35846 35847 1
41121 56179 1
41121 56178 1
68545 68546 1
67672 68143 1
14115 69007 1
70755 70758 1
5840 63199 1
5840 63198 1
45209 728 1
5799 5800 1
17913 17914 1
26598 26599 1
27922 27923 1
27922 27924 1
65940 65947 1
65940 65942 1
65940 65941 1
10293 16543 1
51833 51889 1
6656 6738 1
49392 49625 1
10293 16587 1
41465 41466 1
26942 57604 1
1889 27757 1
1889 27758 1
1889 27756 1
47308 48832 1
47308 48831 1
27795 7439 1
19520 48070 1
52381 52383 1
19520 48069 1
8375 8376 1
39673 39674 1
60584 60585 1
49491 49492 1
49491 49493 1
17334 17335 1
48796 65423 1
65561 65562 1
70423 71511 1
70423 71510 1
35259 54590 1
17451 68672 1
17451 68673 1
70423 71514 1
70423 71513 1
70423 71512 1
35259 54589 1
3921 3922 1
20416 51695 1
20416 51694 1
31172 37435 1
51378 51379 1
11342 11343 1
2751 2752 1
57000 57001 1
51378 51381 1
51378 51385 1
51378 51386 1
51378 51380 1
49392 49690 1
51378 51389 1
51378 51390 1
68536 68537 1
43871 43873 1
43871 43874 1
43871 43872 1
11716 3289 1
5324 5325 1
68536 68551 1
68536 68552 1
60822 818 1
48542 49038 1
53217 53337 1
53217 53336 1
53217 53335 1
53217 53334 1
12882 12891 1
8864 8865 1
8864 8867 1
8864 8866 1
8864 8868 1
12882 12889 1
12882 12888 1
12882 12887 1
12882 12886 1
12882 12885 1
12882 12884 1
12882 12883 1
12882 12890 1
37666 37667 1
30222 30223 1
45537 45538 1
45537 45539 1
45537 45540 1
22378 43246 1
7983 8257 1
8196 8198 1
8196 8197 1
25973 29494 1
25973 29498 1
30599 51373 1
20380 63570 1
44223 44227 1
44223 44228 1
44223 44225 1
44223 44226 1
44223 44224 1
59279 59280 1
14112 39290 1
23924 23926 1
29305 8417 1
23924 23925 1
15866 15869 1
34614 34616 1
15866 15868 1
34614 34615 1
15866 15867 1
10293 16640 1
10293 16641 1
10293 16642 1
59385 59528 1
21764 23673 1
59385 59527 1
27664 27665 1
65276 65277 1
3826 51016 1
3826 51017 1
3826 51014 1
3826 51015 1
7729 7731 1
7729 7730 1
3826 51018 1
3826 51019 1
50697 50699 1
50697 50698 1
39299 39300 1
52381 52382 1
25130 37373 1
11753 7355 1
14848 6587 1
58768 58769 1
27082 60940 1
10293 16686 1
59385 59573 1
59385 59572 1
59568 59570 1
59568 59569 1
53217 53218 1
50782 50784 1
50782 50783 1
65858 66308 1
23635 23636 1
44088 44089 1
5085 8490 1
44088 44090 1
5085 8489 1
44088 44096 1
44088 44095 1
44088 44097 1
44088 44092 1
69641 69642 1
44088 44091 1
51875 51876 1
44088 44094 1
44088 44093 1
11108 11109 1
18785 18786 1
42396 42397 1
37313 37314 1
45017 45019 1
24055 51573 1
24658 24659 1
6637 6822 1
27466 60767 1
25868 3753 1
66075 66235 1
11438 24947 1
28518 28519 1
14260 36333 1
18849 63725 1
18849 63727 1
18849 63726 1
50918 51103 1
12380 12386 1
70088 70189 1
11088 11089 1
24855 9954 1
70088 70188 1
28036 28040 1
70088 70190 1
46793 46794 1
28036 28037 1
28036 28039 1
28036 28038 1
11126 11127 1
11753 7462 1
68900 7078 1
54580 54581 1
7937 7939 1
7937 7938 1
16006 34993 1
54947 54948 1
16856 17232 1
37394 37395 1
12142 12143 1
3602 71081 1
45259 45262 1
51002 51003 1
45259 45260 1
45259 45261 1
3792 4114 1
17654 9843 1
43045 43046 1
18902 18904 1
43045 43047 1
18902 18903 1
3792 4128 1
2095 2097 1
5969 5970 1
37533 37534 1
14767 14768 1
49440 646 1
21038 23101 1
46784 58565 1
63219 63220 1
65872 66120 1
40697 40698 1
50697 50702 1
50697 50701 1
50697 50700 1
43894 43895 1
20549 20550 1
20549 20551 1
20549 20552 1
4626 9995 1
38677 39593 1
14430 55971 1
50176 50177 1
3999 58227 1
49817 5608 1
3999 58221 1
20365 20371 1
20365 20372 1
20365 20373 1
34314 34315 1
34314 34316 1
6940 6941 1
6940 6942 1
24037 3029 1
18368 18621 1
18368 18622 1
20642 20644 1
20642 20643 1
20365 20366 1
13357 13358 1
63483 63484 1
22177 22180 1
31280 31281 1
16647 16648 1
31280 31282 1
22177 22178 1
7607 9126 1
7607 9127 1
7607 9124 1
7607 9125 1
3019 69280 1
28470 28493 1
10867 11730 1
3019 69279 1
35714 66404 1
35714 66405 1
47428 47429 1
1426 18587 1
35259 54362 1
1426 18586 1
21539 4219 1
47428 47430 1
31243 31744 1
1079 20834 1
56564 56565 1
56564 56566 1
4087 49733 1
66730 66731 1
14556 7439 1
26104 56746 1
1655 1657 1
1655 1656 1
63628 67963 1
40399 40402 1
40399 40401 1
40399 40403 1
40399 40400 1
55887 55888 1
60535 60536 1
60535 60537 1
37499 37500 1
27622 27623 1
38404 38446 1
60535 60541 1
70755 70936 1
60535 60542 1
28626 9614 1
42535 42755 1
52812 54932 1
52812 54934 1
52812 54933 1
8817 8818 1
27347 38064 1
8817 8819 1
27347 38065 1
40988 40989 1
23877 4231 1
64800 64801 1
64800 64803 1
64800 64802 1
18520 19188 1
20840 20853 1
22862 4220 1
47429 47430 1
29453 29454 1
19577 19644 1
19577 19647 1
19577 19646 1
19577 19645 1
21443 32627 1
39066 39067 1
15031 27718 1
15164 23917 1
15164 23916 1
15164 23919 1
15164 23918 1
64619 64620 1
28036 28199 1
22045 22048 1
22045 22047 1
22045 22046 1
21174 2954 1
21174 2953 1
25228 4013 1
1549 1664 1
1549 1665 1
1549 1662 1
1549 1663 1
1549 1661 1
25228 4029 1
18849 63899 1
60711 60712 1
60711 60713 1
191 57323 1
52491 52492 1
37499 37575 1
32996 60275 1
12434 38844 1
55981 55984 1
12434 38843 1
55981 55982 1
35729 35793 1
3371 3372 1
3371 3374 1
3371 3373 1
12434 38846 1
55981 55986 1
12434 38845 1
26648 26831 1
49502 49503 1
68536 68718 1
43917 43918 1
11194 11195 1
68536 68717 1
41121 56284 1
2032 24171 1
25027 3974 1
25027 3973 1
41121 56283 1
68536 68738 1
16924 937 1
68536 68737 1
12164 14730 1
17395 17647 1
17395 17648 1
50697 50805 1
50697 50804 1
50697 50803 1
44834 938 1
41121 56248 1
35729 35734 1
1084 33804 1
29471 29472 1
23727 23728 1
23727 23729 1
70900 71843 1
21348 21350 1
70900 71845 1
49491 49731 1
23727 23732 1
23727 23733 1
23727 23734 1
68114 7096 1
21348 21349 1
49491 49732 1
23727 23731 1
23727 23730 1
21676 22006 1
21819 24212 1
23861 3860 1
70130 70276 1
70130 70275 1
21676 22015 1
16194 71950 1
37168 37201 1
22759 33035 1
35004 35005 1
35004 35006 1
21759 21760 1
3322 3627 1
48228 6555 1
37169 69618 1
15230 15231 1
21723 60384 1
53503 53505 1
53503 53504 1
21723 60383 1
56267 56270 1
18934 26819 1
56267 56268 1
56267 56269 1
40598 40600 1
21765 44014 1
21765 44013 1
21765 44012 1
45248 45249 1
18934 26820 1
51050 51052 1
51050 51053 1
45248 45261 1
27398 33423 1
12127 12905 1
45248 45298 1
44994 44995 1
16756 64147 1
16756 64146 1
29917 29918 1
63465 63466 1
51882 52119 1
51882 52120 1
59164 59165 1
60797 60798 1
17187 17189 1
17187 17188 1
51050 51051 1
65019 65021 1
65019 65020 1
2530 2531 1
65019 65022 1
45248 45302 1
45248 45301 1
56881 56884 1
56881 56883 1
56881 56882 1
45248 45300 1
12537 41697 1
12537 41696 1
17187 17190 1
2646 45303 1
17187 17191 1
13771 14945 1
29711 29712 1
29711 29713 1
16844 71241 1
6637 6639 1
6637 6638 1
6637 6640 1
57889 57890 1
13526 53404 1
13526 53405 1
37231 37256 1
37231 37259 1
9073 9076 1
9073 9075 1
9073 9074 1
51882 52190 1
9073 9077 1
7732 8171 1
7732 8170 1
41338 4362 1
16621 17126 1
4003 59227 1
4003 59228 1
67394 68313 1
37231 37233 1
67394 68314 1
67394 68315 1
37231 37232 1
34827 34828 1
7732 8169 1
1700 45202 1
13469 19904 1
13469 19902 1
13469 19903 1
35657 35658 1
19502 19638 1
19502 19639 1
49166 49167 1
22638 22639 1
18400 20559 1
12127 28815 1
67745 67864 1
13614 13615 1
22627 22633 1
22627 22632 1
70900 71846 1
22627 22630 1
22627 22631 1
22627 22628 1
28280 28281 1
22082 31651 1
22627 22629 1
24450 26701 1
44751 44752 1
57268 57270 1
24450 26718 1
608 8868 1
608 8866 1
14449 14738 1
608 8867 1
608 8864 1
608 8865 1
34414 34415 1
608 8863 1
608 8862 1
3584 45677 1
37139 63571 1
71156 71157 1
15844 15845 1
12463 39479 1
62642 62643 1
45761 45762 1
45761 45763 1
65872 66454 1
65872 66453 1
43118 43119 1
10956 3375 1
23611 23612 1
3544 4807 1
3544 4806 1
3544 4808 1
3544 4805 1
45072 56812 1
45072 56813 1
11438 24830 1
6794 7045 1
46782 46903 1
10293 16128 1
32416 32446 1
25816 25817 1
16194 71895 1
9939 9942 1
19570 4361 1
9939 9941 1
36804 36806 1
25864 25865 1
9939 9940 1
36804 36805 1
45728 45729 1
28498 5413 1
37725 37727 1
37725 37726 1
21463 532 1
52018 52019 1
60499 60500 1
38590 68739 1
10656 34417 1
32635 32636 1
32635 32637 1
62229 62230 1
7932 7984 1
52301 52302 1
16579 47615 1
22369 22370 1
22369 22371 1
22369 22372 1
43527 43529 1
22921 28687 1
69161 69162 1
69161 69163 1
69161 69164 1
69161 69165 1
22558 533 1
43527 43528 1
22921 28688 1
7932 7939 1
7932 7938 1
7932 7937 1
7932 7936 1
7932 7935 1
7932 7934 1
7932 7933 1
40231 40232 1
40231 40234 1
40231 40233 1
40231 40235 1
69861 69863 1
69861 69862 1
17395 17418 1
57603 58458 1
70339 70341 1
70339 70340 1
14449 14676 1
70339 70347 1
70339 70346 1
16621 17224 1
70339 70345 1
70339 70344 1
70339 70343 1
70339 70342 1
1549 1839 1
35657 35739 1
35657 35738 1
2677 2678 1
2776 28354 1
19502 19554 1
19502 19550 1
51882 52084 1
51882 52085 1
35657 35740 1
67745 67746 1
23664 637 1
39714 39716 1
39714 39715 1
43931 9637 1
68468 68469 1
12300 12301 1
50601 50603 1
50601 50604 1
50601 50602 1
54917 58051 1
49916 49917 1
49916 49919 1
49916 49918 1
13146 13147 1
28587 6433 1
12530 34306 1
35963 35965 1
35963 35964 1
57396 57397 1
6794 6796 1
6794 6797 1
6794 6795 1
24126 56537 1
12942 54408 1
12942 54409 1
4417 4418 1
53006 53009 1
53006 53008 1
53006 53007 1
59000 59001 1
59000 59002 1
36721 53815 1
16599 35680 1
36721 53816 1
43975 62815 1
43975 62808 1
43975 62805 1
43975 62807 1
8101 9808 1
43975 62806 1
11716 11717 1
20338 25180 1
62052 62053 1
25954 47845 1
61179 61180 1
61179 61181 1
24855 9630 1
6137 6138 1
55181 55182 1
55181 55183 1
55181 55184 1
14557 5099 1
54746 7326 1
5168 5169 1
40688 40690 1
5168 5171 1
2573 2574 1
2573 2575 1
5168 5170 1
60520 60521 1
40688 40689 1
31192 32611 1
67643 68467 1
28734 9314 1
56469 6655 1
9972 9973 1
66478 66479 1
45678 45679 1
60848 60849 1
30047 69299 1
28560 28562 1
28560 28561 1
22921 28472 1
21799 551 1
68798 68799 1
20393 20394 1
27206 58225 1
27206 58224 1
27206 58223 1
27206 58222 1
44964 792 1
3078 3079 1
12150 12151 1
39001 83 1
12150 12152 1
61188 6933 1
17118 17121 1
35277 35279 1
17118 17120 1
35277 35278 1
36478 36790 1
17118 17119 1
4126 4127 1
13808 2150 1
36478 36768 1
45959 45960 1
36478 36767 1
28474 28475 1
19669 19670 1
33325 33326 1
52889 52890 1
14256 14258 1
14256 14257 1
14173 6215 1
39157 52859 1
39157 52858 1
43975 62718 1
43975 62719 1
52516 52517 1
43975 62723 1
19569 19570 1
10467 10468 1
5969 6196 1
12431 12432 1
27868 30959 1
36478 36719 1
46087 46088 1
46087 46089 1
22430 4451 1
44645 44646 1
21735 21736 1
21735 21737 1
17195 17198 1
17195 17197 1
17195 17199 1
43975 62772 1
209 2181 1
17195 17196 1
43942 62392 1
2976 5255 1
43942 62390 1
55164 55165 1
36873 36874 1
20633 23723 1
20943 23958 1
55164 55168 1
55164 55167 1
55164 55166 1
6562 67407 1
6562 67406 1
43942 62357 1
19 43025 1
19 43024 1
19 43023 1
69853 69854 1
69853 69855 1
69853 69856 1
42603 42604 1
24207 8853 1
24207 8852 1
13074 33143 1
3724 52088 1
3724 52087 1
3724 52089 1
24665 24666 1
20338 25026 1
71730 71731 1
71730 71733 1
71730 71732 1
71730 71734 1
58446 64684 1
20793 25127 1
20885 25441 1
37244 37245 1
37244 37246 1
37244 37247 1
13433 14507 1
13433 14508 1
55232 55233 1
60933 60934 1
25948 26414 1
25948 26415 1
25948 26416 1
12739 12740 1
47484 47485 1
62846 779 1
47484 47486 1
25834 44946 1
21649 23716 1
15332 54674 1
21203 22298 1
21203 22297 1
29495 29591 1
14739 14740 1
14739 14741 1
29495 29585 1
49248 49505 1
4924 58096 1
17438 69466 1
11716 11782 1
45485 69267 1
57055 57056 1
33901 8854 1
1839 39208 1
8072 8073 1
45052 45053 1
11447 48014 1
23905 56547 1
23905 56545 1
23905 56546 1
23905 56544 1
42647 42648 1
19827 19829 1
19827 19828 1
21649 23814 1
38723 39047 1
45597 9189 1
66329 68056 1
48044 48045 1
48044 48046 1
29347 29350 1
29347 29349 1
24867 32139 1
29347 29348 1
18751 4042 1
24867 32140 1
24867 32141 1
4075 4076 1
65960 71389 1
65960 71388 1
17167 35476 1
17167 35475 1
17167 35474 1
17167 35473 1
17167 35472 1
17167 35471 1
35286 61049 1
17438 69439 1
6306 6307 1
55083 55144 1
25865 791 1
50375 50740 1
37990 37991 1
44853 45024 1
17395 17396 1
24559 24560 1
50375 50739 1
50375 50737 1
50375 50738 1
20605 41956 1
11920 11921 1
48584 49132 1
15516 41082 1
11920 11923 1
11920 11922 1
12720 6632 1
12720 6631 1
67459 8254 1
29625 29914 1
43761 43762 1
43545 6026 1
43545 6027 1
45712 45713 1
47918 47919 1
29625 29915 1
24266 38943 1
16621 16872 1
61021 61023 1
61021 61022 1
25372 25374 1
25372 25373 1
12354 43841 1
21736 55683 1
7740 8057 1
7740 8056 1
69344 69386 1
40771 40772 1
40005 71235 1
40005 71238 1
40005 71239 1
40005 71236 1
40005 71237 1
27017 27032 1
69344 69345 1
69344 69346 1
38731 38732 1
38731 38733 1
30605 30606 1
51882 52494 1
39743 849 1
18241 18242 1
18241 18243 1
13433 14221 1
3004 44912 1
3004 44906 1
25761 54726 1
25761 54725 1
12699 12700 1
13870 15206 1
62584 62585 1
40246 40248 1
40246 40249 1
40246 40247 1
49384 49385 1
20885 25302 1
46296 70860 1
11555 26744 1
40246 40250 1
11555 26743 1
56378 68198 1
56378 68197 1
29505 29506 1
29505 29507 1
11555 26723 1
46330 9650 1
45690 49076 1
45690 49075 1
45690 49074 1
49879 50087 1
13870 15299 1
33889 3455 1
47665 51965 1
47665 51966 1
13870 15289 1
65590 65592 1
65590 65591 1
24401 3548 1
56299 56301 1
56299 56300 1
26667 64064 1
56563 56564 1
37715 37716 1
56563 56565 1
56563 56566 1
31243 31996 1
27099 27122 1
37715 37717 1
27099 27121 1
27099 27120 1
14783 15013 1
14783 15012 1
66496 66498 1
26667 64013 1
26667 64012 1
13408 13409 1
66496 66497 1
4003 9979 1
4003 9978 1
71307 71308 1
13408 13410 1
55788 55789 1
4003 9980 1
4003 9981 1
52581 52582 1
36099 36101 1
37218 37219 1
36099 36100 1
66360 66361 1
35277 35446 1
35277 35445 1
21239 21240 1
69015 69016 1
21239 21241 1
37368 71106 1
24167 3974 1
19020 48153 1
44738 44739 1
136 42897 1
3004 44966 1
37233 37291 1
52559 52560 1
21265 55644 1
21874 25384 1
31711 31712 1
26432 26433 1
31711 31714 1
31711 31713 1
19498 48447 1
31682 34220 1
61021 61165 1
31695 32344 1
69344 69469 1
53017 53018 1
53017 53019 1
31695 32343 1
61021 61172 1
61021 61171 1
61021 61170 1
15683 15915 1
21649 23552 1
15683 15916 1
15683 15913 1
15683 15914 1
15683 15917 1
21546 3883 1
20633 23904 1
2831 3728 1
2831 3727 1
31695 32330 1
23773 29911 1
30002 30003 1
65004 65006 1
65004 65005 1
33470 33471 1
43446 43447 1
43446 43448 1
15393 15394 1
24416 24417 1
46312 46313 1
68523 68524 1
68523 68525 1
23069 23070 1
23069 23071 1
37817 60604 1
21203 22065 1
21203 22064 1
18645 18648 1
18645 18647 1
18645 18646 1
39408 967 1
29414 29415 1
32167 32168 1
28253 5425 1
41955 4901 1
65387 65388 1
15375 15376 1
41848 41851 1
41848 41850 1
23168 55805 1
41848 41849 1
4104 59252 1
4104 59250 1
4104 59251 1
13870 15143 1
47142 47143 1
1773 4924 1
36003 36004 1
21355 21357 1
21355 21356 1
26554 67598 1
26554 67599 1
37901 70619 1
12082 12416 1
8358 8360 1
69707 69708 1
8358 8359 1
69707 69709 1
12082 12404 1
13870 15187 1
46029 46030 1
21735 21870 1
70372 70373 1
37901 70606 1
54016 54017 1
47665 51882 1
2153 2155 1
52565 52566 1
2153 2154 1
21206 60330 1
21206 60331 1
52565 52567 1
21735 21869 1
34627 34628 1
11194 11352 1
11194 11351 1
43670 4948 1
12530 34634 1
25533 25535 1
25533 25536 1
25533 25534 1
2614 36144 1
46240 46241 1
16630 16631 1
412 955 1
69837 69838 1
66998 66999 1
69837 69839 1
